conversation_ID,emotion_utterance_ID,emotion,cause_utterance_ID,emotion_cause
524,9,joy,9,Good luck .
525,1,fear,1,betting the apartment
525,2,joy,2,I have not missed one question the whole game . I own this game !
525,3,surprise,3,Do you have the answers written on there ?
525,5,fear,1,betting the apartment
527,3,sadness,3,maternity clothes are so expensive .
527,5,anger,5,Bloomingdale eliminated my department .
527,6,surprise,5,Bloomingdale eliminated my department .
527,6,surprise,6,are you out of a job ?
527,7,sadness,7,"they stuck me in personal shopping , which is just a huge step down !"
528,1,surprise,1,Personal shopping ? What is that ? Like where you walk around with snooty rich people and tell them what to buy ?
528,3,surprise,1,Personal shopping ? What is that ? Like where you walk around with snooty rich people and tell them what to buy ?
528,3,surprise,3,That sounds great !
528,5,anger,5,we switched apartments . You can not eat our food anymore
528,6,surprise,6,There is gravy ?
528,9,surprise,9,What are you doing ?
529,5,joy,4,"when they were doing it on stage , was it like really hot ?"
529,5,joy,5,Oh yeah !
529,11,surprise,7,The rule is when two actors are actually doing it off ... stage all the sexual tension between them is gone .
529,11,surprise,9,So as long as it is hot onstage you got nothing to worry about .
529,11,surprise,10,"It is when the heat goes away , that is when you are in trouble ."
533,1,surprise,1,You think that will work ?
533,2,joy,2,can I get the extra ticket ?
533,3,surprise,3,What the heck is that ?
537,2,joy,1,"why do not you just , why do not you do your Phase Two strip club thing with us ."
537,4,disgust,4,you would be all hairy and would not live as long .
537,5,anger,5,being such a wuss
538,1,joy,1,"I have got some Ones , you wanna put them in her panties ?"
538,2,anger,1,"I have got some Ones , you wanna put them in her panties ?"
538,4,joy,4,"Very good , so good ."
538,5,joy,5,"I really , really enjoyed it . Very exotic ."
538,6,sadness,6,Joshua did not call .
538,7,sadness,6,Joshua did not call .
538,8,anger,6,Joshua did not call .
538,8,anger,8,Ross is all happy in Vermont !
538,15,anger,13,I think I am just gonna go home and call Kathy .
538,15,anger,14,"Well , if you think it will help ."
538,16,anger,13,I think I am just gonna go home and call Kathy .
538,16,anger,14,"Well , if you think it will help ."
538,17,fear,17,In a couple of hours I am gonna get really drunk and wanna call Kathy
538,17,fear,18,"And then after that , I am gonna get so drunk , I am gonna wanna call Janice"
538,18,fear,17,In a couple of hours I am gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me !
538,18,fear,18,"And then after that , I am gonna get so drunk , I am gonna wanna call Janice"
538,19,surprise,18,I am gonna wanna call Janice
538,20,anger,18,"And then after that , I am gonna get so drunk , I am gonna wanna call Janice"
538,20,anger,19,You should !
538,21,joy,21,somebody needs another lap dance .
539,3,anger,3,Who in the hell are you ?
541,4,surprise,4,what am I doing again ?
541,5,anger,5,"Would you please pay attention , I could wake up at any moment !"
541,7,anger,6,"Hi , I am Joshua , I am here to pick up Rachel ."
541,7,anger,7,"No ... no ... no , that not Joshua ."
541,8,surprise,7,that not Joshua .
541,8,surprise,8,"What do you want from me , I have never met the guy ."
541,9,sadness,9,"you can not stay , but the rest of us have a lot of work to do ."
543,1,sadness,1,I am just getting out of a very serious relationship
543,2,joy,1,I am just getting out of a very serious relationship
543,2,joy,2,"And I am just getting out of a marriage , I mean talk about meant to be !"
543,3,fear,3,I just think that this is happening too soon .
543,4,joy,4,I am not letting you get away this time .
543,5,sadness,5,my company is transferring me overseas !
543,6,surprise,5,my company is transferring me overseas !
543,6,surprise,6,To Paris ?
543,8,joy,5,my company is transferring me overseas !
543,8,joy,8,"To London ? No ... no , Rome ? Vienna ? Ooh ... ooh , Barcelona ?"
543,9,disgust,9,could you just stop talking for a second ?
543,10,surprise,9,I am being transferred to Yemen !
543,11,anger,9,I am being transferred to Yemen !
543,12,sadness,9,I am being transferred to Yemen !
543,13,fear,12,I will just have to soak up every once of Chandler Bing until that moment comes .
544,1,surprise,1,They are all huge !
544,2,anger,1,They are all huge !
544,2,anger,2,They do not look any bigger than me !
544,7,joy,7,Hi .
544,9,joy,9,I kinda liked it .
544,11,anger,10,I have got to go Red Ross .
544,13,anger,11,"You know , Red Ross ?"
544,13,anger,12,I totally do not know what you are talking about .
544,15,anger,11,"You know , Red Ross ?"
544,15,anger,12,I totally do not know what you are talking about .
544,15,anger,13,The time we were all waiting in line for Dances With Wolves and that one guy cut in line in front of us and I just lost it ? ! Screamed at him ! Turned all red ! Red Ross ! !
544,15,anger,14,No .
545,2,surprise,1,it is his first time .
545,6,anger,4,Ross ! Come on ! Get in here !
545,6,anger,6,"Ross , come on ! Get in the bloody scrum ! Ross , get in !"
546,1,joy,1,Joshua came into work today
546,1,joy,3,I was showing him some cufflinks and I felt his pulse .
546,2,surprise,2,He asked you out ? !
546,3,joy,3,I was showing him some cufflinks and I felt his pulse .
546,4,joy,3,I was showing him some cufflinks and I felt his pulse .
546,7,fear,5,What are these ?
546,7,fear,6,Electrical plans for the building .
546,10,joy,9,I went down to city hall and got these .
546,10,joy,10,All I had to do was pay $ 25 and wait in line for three hours .
546,11,surprise,10,All I had to do was pay $ 25 and wait in line for three hours .
548,2,surprise,1,I need one fake ticket to Yemen .
548,4,sadness,4,I do not understand .
548,6,surprise,6,Are you travelling with a child ?
548,6,surprise,5,What would you give to a kid if he wanted a ticket to play with ?
549,2,anger,1,I am not stopping . I am Red Ross !
549,3,anger,2,"if you go back out there , you are gonna be Dead Ross !"
549,4,anger,3,I am not quitting ! I insist on finishing this game !
549,4,anger,4,you insist on doing this
549,5,anger,4,"if you insist on doing this , at least let me help you ."
549,5,anger,5,That is no place for a woman . Those guys will grab anything .
549,7,joy,6,I just may know a few things that might help you inflict some pain .
549,7,joy,7,I like that .
549,13,joy,12,he has got a trick hip .
549,14,joy,14,I heard he does not wear a cup .
549,15,joy,12,he has got a trick hip .
549,15,joy,14,he does not wear a cup .
549,15,joy,15,"I can use that , trick hip , no cup"
549,20,joy,19,I am gonna go get him !
549,20,joy,20,The Red Ross !
551,2,surprise,2,Look at this !
551,3,anger,3,there is a wire back there ! I mean that switch is connected to something !
551,4,anger,2,Look at this !
551,4,anger,4,The wires have come loose in your head !
551,6,anger,5,I just thought that if I could follow the wire I could find out what it did .
552,3,joy,3,"I ... I hurt three huge men , I gave a guy a bloody nose"
552,4,joy,3,"I ... I hurt three huge men , I gave a guy a bloody nose"
552,4,joy,4,"And it is all because of you , wonderful , amazing you ."
552,5,joy,4,"it is all because of you , wonderful , amazing you ."
552,6,joy,3,"I ... I hurt three huge men , I gave a guy a bloody nose"
552,6,joy,4,"And it is all because of you , wonderful , amazing you ."
552,7,fear,7,Did I hurt you ?
554,1,sadness,2,The super could not figure out what it did .
554,1,sadness,3,A $ 200 an hour electrician could not figure out what it did .
554,1,sadness,4,I have had seven pretty serious shocks .
554,2,sadness,2,The super could not figure out what it did .
554,2,sadness,3,A $ 200 an hour electrician could not figure out what it did .
554,2,sadness,4,I have had seven pretty serious shocks .
554,3,sadness,2,The super could not figure out what it did .
554,3,sadness,3,A $ 200 an hour electrician could not figure out what it did .
554,3,sadness,4,I have had seven pretty serious shocks .
554,4,sadness,2,The super could not figure out what it did .
554,4,sadness,3,A $ 200 an hour electrician could not figure out what it did .
554,4,sadness,4,I have had seven pretty serious shocks .
554,5,sadness,2,The super could not figure out what it did .
554,5,sadness,3,A $ 200 an hour electrician could not figure out what it did .
554,5,sadness,4,I have had seven pretty serious shocks .
554,5,sadness,5,I officially give up .
554,6,joy,5,I officially give up .
554,8,joy,8,I am doing it . I am totally doing it .
555,4,joy,4,Hi guys !
555,5,joy,4,Hi guys !
555,5,joy,5,Hey !
555,8,surprise,7,we went to see a collection of Victorian doorknobs and the Cupert ... Hewitt museum .
555,8,surprise,8,Without me ? !
555,9,surprise,9,it actually it turned out to be really interesting .
555,10,joy,9,it actually it turned out to be really interesting .
555,11,surprise,9,it actually it turned out to be really interesting .
555,11,surprise,11,They were so ornate and beautiful
556,3,joy,3,it is comfortable .
558,3,surprise,3,Joshua !
559,2,surprise,1,All those things I said about not being ready
559,2,surprise,2,They are not true ?
559,4,sadness,2,They are not true ?
559,4,sadness,3,"No , they are ... they are all true ."
559,6,joy,5,But ...
559,6,joy,6,I love that but .
560,2,joy,2,You could get to live out my fantasy !
560,3,surprise,3,You had fantasies about Emily ?
560,4,joy,4,"the fantasy ! Meet someone from a strange land , fall in madly love , and spend the rest of your lives together ."
560,5,surprise,4,"the fantasy ! Meet someone from a strange land , fall in madly love , and spend the rest of your lives together ."
560,5,surprise,5,Is that why in junior high you were the only one that hung out with that Ukrainian kid ?
560,6,joy,6,his mom used to put sour cream on everything !
560,9,joy,9,You love her !
560,11,joy,9,You love her !
560,11,joy,11,I knew you loved her !
560,11,joy,11,"You’ll probably catch her just as she’s about to go to the gate . You’re gonna call out her name and yell "" I love you ! "" She’s gonna say "" I love you , too ! "" And you guys are going to have the most amazing kiss . Everyone at the gate will applaud ."
560,11,joy,11,I knew you loved her !
560,11,joy,11,"You’ll probably catch her just as she’s about to go to the gate . You’re gonna call out her name and yell "" I love you ! "" She’s gonna say "" I love you , too ! "" And you guys are going to have the most amazing kiss . Everyone at the gate will applaud ."
560,12,joy,11,you guys are going to have the most amazing kiss . Everyone at the gate will applaud .
560,12,joy,12,I am a good kisser .
561,2,surprise,2,What are you doing here ?
561,3,joy,3,see you one more time before you took ... off
561,4,joy,3,I had to see you one more time before you took ... off .
561,4,joy,4,You are so sweet .
562,1,joy,1,Hey !
562,2,joy,1,Hey !
562,2,joy,2,Hi !
562,6,surprise,3,can we watch cartoons on your television ?
562,6,surprise,4,We need a porn break .
562,6,surprise,5,"We spent the last two hours watching In & Out & In , Again ."
562,6,surprise,6,why do not you just turn it off ?
562,7,disgust,6,why do not you just turn it off ?
562,7,disgust,7,Because then we would be the guys who turned off free porn .
562,8,joy,8,"good , you are here !"
562,9,joy,9,Hey !
562,10,joy,9,Hey !
562,10,joy,10,Hi !
562,11,joy,11,what ... what cha got there ?
562,12,joy,11,what ... what cha got there ?
562,12,joy,12,you asked .
562,16,fear,16,Pregnant Woman Slays Four ?
562,18,anger,17,"they did not make you pay for those knives , did they ?"
563,3,sadness,3,It was dreadful . I felt terrible about how I acted when you said those wonderful things .
563,4,joy,4,you called
563,5,sadness,5,there is ... there is someone else .
563,6,sadness,5,there is ... there is someone else .
564,1,joy,1,"I left a bra drying on the shower rod , you do not think your son will think it is yours and be horribly traumatised ?"
564,9,surprise,8,you can ignore that .
564,9,surprise,9,That is Carol with your son !
565,2,sadness,1,"if you are gonna name him Joey , you should name him Chandler ."
565,11,sadness,10,maybe I will just name him The Hulk .
565,11,sadness,11,I should not have mentioned it ! That is what I wanted to name my kid !
567,3,surprise,2,they are out of town .
567,5,joy,4,"it is this huge place , and ... and it’s got this gorgeous view of the park , and very , very romantic ."
567,6,fear,6,They ... they ... they can smell fear .
568,1,surprise,1,I did not really believe it until you just said it ! !
570,2,joy,2,It is so nice to meet you . Hello .
570,4,surprise,3,that $ 500 was for groceries .
570,9,joy,8,Maybe in L . A ?
570,9,joy,9,Yes !
570,10,joy,8,Maybe in L . A ?
570,10,joy,10,There you go .
570,14,joy,13,why do not we all go get something to eat ?
571,1,sadness,1,what I said
571,2,disgust,2,it is a ridiculous name !
571,3,sadness,2,"you are right , it is a ridiculous name !"
571,3,sadness,1,what I said
571,4,anger,2,it is a ridiculous name !
571,4,anger,3,It is not that bad .
571,4,anger,4,Yes it is !
571,5,surprise,4,"From now on , I have no first name ."
571,5,surprise,5,you are just Bing ?
573,4,anger,2,"Am I a Mark , or a John ?"
573,4,anger,3,"Nah , you are not tall enough to be a Mark , but you might make a good Barney ."
573,5,surprise,4,Tomorrow at 3 : 30 I am going down to the courthouse .
573,5,surprise,5,You are actually going through with this ?
573,6,anger,6,this name has been holding me back my entire life .
573,6,anger,7,"it is probably why kids picked on me in school , and why I never do well with women ..."
573,7,anger,6,this name has been holding me back my entire life .
573,7,anger,7,"it is probably why kids picked on me in school , and why I never do well with women ..."
573,8,anger,6,this name has been holding me back my entire life .
573,8,anger,7,"it is probably why kids picked on me in school , and why I never do well with women ..."
573,10,anger,5,You are actually going through with this ?
573,10,anger,10,this
573,11,anger,6,this name has been holding me back my entire life .
573,11,anger,7,"it is probably why kids picked on me in school , and why I never do well with women ..."
573,13,sadness,13,"I know you really wanted me to name the baby Joey , but eh , so , I am ... I am , I am gonna , I am gonna name the baby Chandler ."
574,1,joy,1,"Morning here ! Sunshine is here ! The sky is clear , the morning here ! The morning here !"
574,2,anger,2,Do you have to do that ?
574,3,joy,3,Morning here ! Morning here ! The morning is here ! Sunshine is here !
574,4,anger,4,I hate this apartment !
574,5,joy,5,I love that guy !
574,6,anger,6,I hate the fact that my room is so small .
574,8,anger,7,I have all the space I need . Just do what I did .
574,8,anger,8,"you do not even have a bed , you sleep in a ball on the floor !"
574,9,anger,6,I hate the fact that my room is so small .
574,9,anger,9,I am really tired of your bellyaching !
574,10,sadness,9,I am really tired of your bellyaching !
574,12,joy,12,this is a great apartment .
574,13,anger,13,This place is a hole !
575,1,joy,1,we won our apartment back !
575,2,surprise,1,we won our apartment back !
575,3,anger,2,"Ace is high ! Jack , queen , king , ace !"
575,3,anger,3,"No ! Ace is low ! Ace , two , three , four !"
575,4,surprise,4,Look it !
575,8,surprise,8,It worked ! King !
575,9,joy,8,It worked ! King !
575,10,fear,8,It worked ! King !
575,11,surprise,10,we pick again ! We pick again !
575,13,joy,13,Tickets please !
575,14,surprise,14,What are they so mad about ?
575,15,surprise,14,What are they so mad about ? They get the apartment back !
576,2,joy,1,I thought that was going to be romantic as hell !
576,2,joy,2,It was .
578,3,surprise,3,did ... did ... did I wake you ?
579,2,joy,2,Hey !
579,3,surprise,3,It is you .
581,2,joy,2,thank you for coming
581,3,anger,2,just a second !
581,7,anger,6,Can you just hold on for one minute ?
581,8,fear,7,you have to let me in right now ! !
582,1,anger,1,This sucks ! I did not know I had to stay up all night before I went to this stupid sleep clinic ! I am so tired !
582,3,joy,3,Hi !
582,10,surprise,9,they are not gonna get married anyway !
582,11,anger,9,they are not gonna get married anyway !
582,11,anger,10,What ?
582,12,disgust,12,They rushed into this thing so fast it is ridiculous !
582,14,joy,14,you are gonna be dancing at my wedding before you are dancing at theirs .
585,1,anger,1,do not get it ! He will see us !
585,2,anger,1,do not get it ! He will see us !
585,3,anger,2,The groom cannot see the bride !
585,4,anger,1,do not get it ! He will see us !
585,4,anger,4,this
585,6,fear,5,I doooo .
585,7,sadness,6,I gotta go .
587,2,joy,2,everything fine and I am really happy for you and your cat .
587,4,surprise,3,I got a message from you .
587,5,fear,3,I got a message from you .
587,6,surprise,6,You are over me ?
587,8,surprise,6,You are over me ?
587,8,surprise,8,you are over me ?
587,10,surprise,6,You are over me ?
587,10,surprise,8,you are over me ?
587,10,surprise,10,when were you ... under me ?
587,12,surprise,11,"lately , I have uh , I have uh , sort of had feelings for you ."
588,2,surprise,2,there is a place you can go to rent videos of all the museums !
588,3,joy,2,there is a place you can go to rent videos of all the museums !
588,3,joy,3,It is almost as good as being there .
588,4,joy,2,there is a place you can go to rent videos of all the museums !
588,4,joy,3,It is almost as good as being there .
588,4,joy,4,It is better !
588,5,joy,5,I bet the British version is gooooood !
589,3,anger,3,you are not picking me .
589,4,anger,4,how can it not be me ?
589,5,fear,2,I am not even getting married !
589,5,fear,3,I can not believe you are not picking me .
589,5,fear,4,how can it not be me ?
589,6,anger,4,how can it not be me ?
589,7,joy,6,"From now on , Joey , I want you to be my best man ."
592,1,surprise,1,What the hell is this ? !
592,2,anger,2,did you actually thought it would make me feel better to give me stuff that I can not use for another two months ? !
593,1,anger,1,This sucks !
594,1,surprise,1,The stripper stole the ring ! ! The stripper stole the ring ! !
594,1,surprise,1,The stripper stole the ring !
594,1,surprise,1,The stripper stole the ring ! ! The stripper stole the ring ! !
594,1,surprise,1,The stripper stole the ring !
594,2,surprise,1,The stripper stole the ring ! ! The stripper stole the ring ! !
594,2,surprise,1,The stripper stole the ring !
594,2,surprise,1,The stripper stole the ring ! ! The stripper stole the ring ! !
594,2,surprise,1,The stripper stole the ring !
594,3,surprise,1,The stripper stole the ring !
594,3,surprise,3,The ring is gone !
594,6,joy,6,You lost the ring !
594,6,joy,7,You are the worst best man ever !
594,7,joy,6,You lost the ring !
594,7,joy,7,You are the worst best man ever !
594,8,anger,7,You are the worst best man ever !
594,9,fear,1,The stripper stole the ring !
594,9,fear,3,The ring is gone !
594,9,fear,11,the stripper gone and the ring is gone !
594,11,fear,1,The stripper stole the ring !
594,11,fear,3,The ring is gone !
594,11,fear,11,the stripper gone and the ring is gone !
594,12,surprise,12,You slept with the stripper ?
594,13,fear,1,The stripper stole the ring !
594,13,fear,3,The ring is gone !
594,13,fear,11,the stripper gone and the ring is gone !
595,4,sadness,4,I ... you know seemed a tad edgy yesterday at my shower .
596,2,fear,2,I do not know what I am going to do !
596,3,anger,3,I called the company that sent and th ... they do not care !
596,3,anger,4,Then I called 9 ... 1 ... 1 and they laughed at me
596,4,anger,3,I called the company that sent and th ... they do not care !
596,4,anger,4,Then I called 9 ... 1 ... 1 and they laughed at me
596,5,joy,5,Hey guys !
596,6,joy,5,Hey guys !
596,6,joy,6,Hey !
596,8,joy,8,what a great party !
596,8,joy,9,the guys from work had a blast .
596,9,joy,8,what a great party !
596,9,joy,9,the guys from work had a blast .
596,12,surprise,10,one of them had never been to a bachelor party before .
596,12,surprise,12,And ... and another one had never been to a party before
596,13,joy,13,"that wedding ring , huh ? Man , that is nice !"
596,14,joy,13,"that wedding ring , huh ? Man , that is nice !"
596,16,surprise,15,"I was thinking I might want to pick one of those babies up for myself , I might want to get one of those"
596,17,surprise,17,the ring is irreplaceable ?
596,18,joy,18,every bride who has worn it has had a long and happy life .
596,19,surprise,18,every bride who has worn it has had a long and happy life .
596,19,surprise,19,it is a magic ring .
597,2,joy,2,It is so good
597,3,joy,2,It is so good
597,4,joy,2,It is so good .
597,4,joy,4,you liked it .
597,5,surprise,8,I just had a contraction .
597,6,surprise,5,Oh !
597,7,surprise,5,Oh !
597,8,surprise,8,I just had a contraction .
597,9,surprise,8,I just had a contraction .
597,10,surprise,8,I just had a contraction .
600,5,sadness,5,What a baby .
600,6,sadness,6,Total wuss !
602,2,anger,2,We really are late !
602,5,joy,4,Here you go Phoebe ! Here you go Phobo !
602,7,joy,7,let go !
602,8,joy,8,"Bye , Pheebs !"
602,9,joy,7,let go !
602,9,joy,9,London
606,1,joy,1,Hey !
606,3,joy,3,Check this out ? Huh ? Yeah . That is the stuff .
606,6,anger,6,you are not really gonna buy that are you ? Do not you think you have embarrassed me enough for one day
606,7,surprise,6,you have embarrassed me enough for one day
606,7,surprise,7,I embarrass you ?
606,11,disgust,11,"you insist on wearing that , in public"
606,12,anger,11,"if you insist on wearing that , in public , you know , you are gonna spend the rest of the afternoon all by yourself ."
606,12,anger,12,you are gonna make me choose between you and the hat
606,15,anger,12,"If you are gonna make me choose between you and the hat , I choose the hat ."
607,4,anger,2,She said
607,5,anger,2,She said
607,7,sadness,6,This is not right .
607,7,sadness,7,people are going to be disappointed .
607,8,anger,7,I am sure they will come back when we can do it right .
607,8,anger,8,ask people to do that
607,9,anger,9,you point your pants at me !
607,10,anger,8,I can not ask people to do that ? Would you ask people to do that ?
607,10,anger,10,We have no choice !
607,10,anger,11,Anywhere that is half ... decent would have be booked months ago
607,11,anger,8,I can not ask people to do that ? Would you ask people to do that ?
607,11,anger,10,We have no choice !
607,11,anger,11,Anywhere that is half ... decent would have be booked months ago
607,12,anger,11,Anywhere that is half ... decent would have be booked months ago
607,13,anger,13,postponing it is not an option .
607,14,anger,13,The only thing I understand is postponing it is not an option . This is when we are getting married .
607,16,anger,13,The only thing I understand is postponing it is not an option . This is when we are getting married .
607,17,anger,15,I am saying it is now .
607,17,anger,16,Or ?
607,17,anger,17,What is wrong with these pants ? ! !
607,18,anger,19,It is you that is backwards .
607,19,anger,19,It is you that is backwards .
607,19,anger,20,you do not understand how important this is to me
607,20,anger,19,It is you that is backwards .
607,20,anger,20,you do not understand how important this is to me
607,21,fear,20,"if you do not understand how important this is to me , well then , perhaps we should not get married at all !"
608,1,joy,1,Hey !
608,4,sadness,4,Manhattan does not have enough stores .
608,6,surprise,5,I can help you get over him .
609,1,joy,1,"Hey , Pheebs !"
609,2,joy,1,"Hey , Pheebs ! It is Joey !"
609,2,joy,2,"Hey , Joey !"
609,4,joy,6,I just saw someone on the ... that looks just like you on the subway .
609,5,joy,6,I just saw someone on the ... that looks just like you on the subway .
609,6,joy,6,I just saw someone on the ... that looks just like you on the subway .
609,7,joy,6,I just saw someone on the ... that looks just like you on the subway .
609,9,joy,9,they are having a great time with their Aunt Phoebe !
609,10,joy,10,I have just been having way too much fun .
609,11,joy,10,I have just been having way too much fun .
609,11,joy,11,you are not homesick yet ?
610,1,surprise,1,why have you brought me here of all places ? !
610,3,anger,3,this wedding is not going to happen .
610,5,joy,5,"the musicians , look , they can go over here , okay ? And the chairs can face this way"
610,8,joy,8,It is perfect .
610,11,sadness,11,I do not even have a date .
611,2,surprise,1,Do you remember where the duck food is ?
611,4,surprise,3,I am going to London .
611,4,surprise,4,you are going to London ?
611,7,anger,5,I have to tell Ross that I love him .
611,7,anger,7,you can not go ! Ross loves Emily !
611,8,sadness,7,you can not go ! Ross loves Emily !
611,9,sadness,7,you can not go ! Ross loves Emily !
611,11,anger,10,He deserves to have all the information and then he can make an informed decision .
611,11,anger,11,That is not why you are going !
611,11,anger,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,12,anger,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,13,anger,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,14,surprise,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,14,surprise,14,Do you think he will ? !
611,15,anger,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,15,anger,16,he is in love with the British chippy !
611,16,anger,12,"You are going because you hope he is gonna say , "" Yeah , I love you too , Rach ."
611,16,anger,16,he is in love with the British chippy !
611,17,sadness,17,"if you go , you are just gonna mess with his head and ruin his wedding !"
611,18,anger,17,"if you go , you are just gonna mess with his head and ruin his wedding !"
611,18,anger,18,it is too late !
611,18,anger,19,You missed your chance !
611,19,anger,17,"if you go , you are just gonna mess with his head and ruin his wedding !"
611,19,anger,18,it is too late !
611,19,anger,19,You missed your chance !
611,20,sadness,18,it is too late !
611,20,sadness,19,You missed your chance !
611,20,sadness,20,"this must be really hard , it is over ."
611,21,anger,18,it is too late !
611,21,anger,19,You missed your chance !
611,21,anger,20,it is over .
611,22,surprise,21,"It is not over until someone says , "" I do . """
612,8,sadness,8,we gotta get up early and catch that plane for New York .
612,10,sadness,7,do you guys mind staying here for a while ?
612,10,sadness,8,"Ugh , you know , umm we gotta get up early and catch that plane for New York ."
613,7,sadness,7,I can not imagine spending my life with anyone else .
613,8,sadness,7,I can not imagine spending my life with anyone else .
614,3,joy,3,maybe I will see you there in a bit ?
614,4,joy,3,"I am gonna go to the bathroom , maybe I will see you there in a bit ?"
614,7,sadness,7,"I was thinking , "" I’m never gonna be as good an actor as that giant . "" Do you think I’m just wasting my life with this acting thing ?"
614,13,sadness,13,how much taller he is than me
614,15,sadness,15,"if I die an unsuccessful , regular sized man"
614,16,surprise,16,you have been in the bathroom for like a half ... hour .
617,1,joy,1,Here we all are !
617,3,sadness,4,It is just cause I could not be there .
617,3,sadness,5,"Cause all I ever get to do now is pregnant stuff , it just bums me out ."
617,4,sadness,4,It is just cause I could not be there .
617,4,sadness,5,"Cause all I ever get to do now is pregnant stuff , it just bums me out ."
617,5,sadness,4,It is just cause I could not be there .
617,5,sadness,5,"Cause all I ever get to do now is pregnant stuff , it just bums me out ."
617,6,sadness,5,"all I ever get to do now is pregnant stuff , it just bums me out ."
617,6,sadness,4,I could not be there .
617,8,joy,8,Got myself a date tomorrow night .
617,9,joy,8,Got myself a date tomorrow night .
617,9,joy,9,You are getting over Ross already !
618,1,joy,1,Pheebs ! Hey Pheebs !
618,6,joy,6,we decided we should all take a little trip together !
618,7,anger,6,we decided we should all take a little trip together !
618,7,anger,7,that is so nice ! How great !
618,8,joy,8,"we thought we would all go to a picnic , in Central Park !"
618,9,joy,8,"we thought we would all go to a picnic , in Central Park !"
618,9,joy,9,all of us ! All day !
618,10,disgust,8,"we thought we would all go to a picnic , in Central Park !"
618,10,disgust,10,That sucks !
618,11,anger,8,"we thought we would all go to a picnic , in Central Park !"
618,11,anger,10,That sucks !
618,11,anger,11,That is not a trip !
618,12,anger,8,"we thought we would all go to a picnic , in Central Park !"
618,12,anger,10,That sucks !
618,12,anger,11,That is not a trip !
618,13,disgust,8,"we thought we would all go to a picnic , in Central Park !"
618,13,disgust,10,That sucks !
618,13,disgust,11,That is not a trip !
618,13,disgust,13,What are we gonna high five about at the stupid Central Park ?
618,14,disgust,8,"we thought we would all go to a picnic , in Central Park !"
618,14,disgust,10,That sucks !
618,14,disgust,11,That is not a trip !
618,14,disgust,13,What are we gonna high five about at the stupid Central Park ?
618,16,surprise,15,I am gonna go home
618,17,anger,17,"this whole , little , new European thing you got going on , and I just need to tell you that it makes me very uncomfortable"
618,18,sadness,17,it makes me very uncomfortable and I just ... you know ... stop it !
618,19,disgust,17,"this whole , little , new European thing you got going on"
618,19,disgust,19,bring it in my mouth
618,20,disgust,17,"this whole , little , new European thing you got going on"
618,20,disgust,20,Makes me wanna puke !
619,1,joy,1,Pheebs is here !
619,2,joy,1,Pheebs is here !
619,3,joy,1,Pheebs is here !
619,4,joy,1,Pheebs is here !
620,1,surprise,1,Phoebe gonna have her babies !
620,2,joy,2,it is beautiful . Amazing .
620,4,surprise,4,Do you know anything about women ?
620,4,surprise,3,"I had to kiss Phoebe and Rachel every time I left a room , I mean it is too bad they did not see us having sex ."
621,1,joy,1,I just got us dates with two unbelievably cute nurses .
621,2,surprise,1,I just got us dates with two unbelievably cute nurses .
621,5,joy,1,I just got us dates with two unbelievably cute nurses .
621,5,joy,5,they want to take us out Saturday night !
621,7,surprise,5,they want to take us out Saturday night ! What do you say ?
621,7,surprise,6,I do not think so .
621,8,surprise,5,they want to take us out Saturday night ! What do you say ?
621,8,surprise,6,I do not think so .
621,9,anger,5,they want to take us out Saturday night ! What do you say ?
621,9,anger,6,I do not think so .
621,11,sadness,5,they want to take us out Saturday night ! What do you say ?
621,11,sadness,6,I do not think so .
621,11,sadness,11,you do not wanna go
621,13,surprise,12,why do not you give me something that would be a good reason and ... and then I will tell you if it is true .
621,15,joy,15,if we are still here when they get off that we will go down to the cafeteria and have some Jell ... O with them .
621,17,surprise,17,how do you make that dirty ?
623,1,joy,1,There you are !
623,3,surprise,2,there is something I think you should know .
623,3,surprise,3,is this about you ... you dating the nurse ?
623,6,anger,5,"you and I we are just , you know , we are nothing , we are goofin around ."
623,6,anger,6,we are just goofing around
623,7,anger,6,"if we are just goofing around then uh , maybe I will go out with him ."
624,3,joy,3,"I am actually a first year resident , but I get that a lot , you see , I ... I graduated early ."
624,4,anger,3,"I am actually a first year resident , but I get that a lot , you see , I ... I graduated early ."
624,4,anger,4,I would be needing a grown up doctor .
624,8,surprise,8,Does not anybody understand that I am gonna be having babies soon ?
624,9,surprise,8,Does not anybody understand that I am gonna be having babies soon ?
624,12,joy,12,You made him cry !
627,1,surprise,1,are you really gonna go out with that nurse man ?
627,6,joy,3,two friends who care a lot about each other and have amazing sex and just wanna spend more time together .
627,6,joy,6,I think you are better than you think you are .
627,7,surprise,6,I think you are better than you think you are .
627,10,joy,9,So we are okay ?
627,10,joy,10,Yeah .
628,1,joy,1,we are so proud of you ! You are amazing !
628,2,joy,1,we are so proud of you ! You are amazing !
631,1,joy,1,How you doing ? Welcome . Good to see you !
631,5,surprise,4,you answer it and take pledges .
631,5,surprise,5,But I am the host !
